neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,days_before_latest_review,reviews_per_month,calculated_host_listings_count,availability_365
15,1.28878,103.84765,1,75,1,5,6.0,0.36464311358790924,4,323
15,1.28816,103.8461,1,118,2,4,18.0,0.2700271372130602,4,268
12,1.30915,103.86133,2,43,18,0,1887.0,0.0,112,362
12,1.30957,103.86082,2,43,18,1,343.0,0.08617769624105241,112,362
13,1.31321,103.84005,2,67,21,0,1887.0,0.0,1,178
4,1.314,103.8836,2,42,10,5,315.0,0.32930374714260047,4,2
6,1.29934,103.85159,3,200,20,21,35.0,1.0612565021243408,141,256
13,1.31598,103.84505,3,74,30,1,208.0,0.1310282624064042,5,240
13,1.316,103.84462,3,74,90,0,1887.0,0.0,5,272
12,1.30037,103.86125,3,364,7,4,184.0,0.37843643572024505,2,354
13,1.32654,103.84702,3,350,13,2,296.0,0.14842000511827322,114,362
10,1.28497,103.84227,2,57,90,1,14.0,0.6931471805599453,112,350
10,1.28357,103.84184,2,50,90,0,1887.0,0.0,83,365
4,1.31269,103.87959,3,199,10,1,321.0,0.08617769624105241,203,90
7,1.30016,103.80118,3,360,25,0,1887.0,0.0,76,364
12,1.3138,103.85437,3,131,10,7,31.0,0.43178241642553783,141,337
12,1.31099,103.85663,2,50,60,1,372.0,0.0769610411361284,2,0
4,1.31188,103.87818,3,318,3,2,333.0,0.14842000511827322,114,362
13,1.31798,103.84356,3,239,1,31,14.0,1.2383742310432684,22,116
18,1.35137,103.83998,2,108,2,1,396.0,0.0769610411361284,1,0
11,1.29397,103.82991,3,129,2,36,60.0,1.324418957401803,26,294
5,1.29481,103.84179,3,131,10,6,32.0,0.43178241642553783,141,325
13,1.32454,103.85245,3,131,10,5,38.0,0.412109650826833,141,322
4,1.31224,103.88141,2,60,1,4,29.0,0.30748469974796055,37,365
4,1.31074,103.88177,2,60,1,20,33.0,0.928219302739429,37,356
7,1.29261,103.76986,1,25,1,6,75.0,0.46373401623214006,8,149
7,1.29241,103.76817,1,25,1,3,36.0,0.30010459245033816,8,116
7,1.29414,103.76948,1,25,1,0,1887.0,0.0,8,0
12,1.30007,103.86201,3,100,30,0,1887.0,0.0,2,365
11,1.31772,103.82755,3,240,7,6,30.0,0.3920420877760237,19,333
3,1.30622,103.83835,2,119,3,1,244.0,0.11332868530700327,3,88
7,1.30357,103.78998,3,175,89,0,1887.0,0.0,45,362
12,1.30932,103.86344,1,26,1,1,37.0,0.5709795465857378,4,363
12,1.31056,103.8628,1,26,1,0,1887.0,0.0,4,363
8,1.30326,103.90629,3,194,90,13,338.0,0.7080357930536961,1,0
11,1.29549,103.82815,3,168,10,1,247.0,0.11332868530700327,203,365
4,1.31072,103.88393,3,168,5,1,308.0,0.09531017980432493,141,325
13,1.32628,103.84832,3,168,3,4,79.0,0.30010459245033816,141,345
6,1.30332,103.84752,2,37,2,0,1887.0,0.0,1,0
10,1.28151,103.84653,3,181,3,10,77.0,0.5822156198526637,16,33
4,1.3129,103.8821,2,46,2,28,30.0,1.2296405510745139,9,346
2,1.28606,103.83007,3,146,30,0,1887.0,0.0,274,332
7,1.30213,103.78828,3,165,89,0,1887.0,0.0,45,365
8,1.30386,103.91547,2,42,2,1,10.0,0.6931471805599453,1,328
4,1.31469,103.88175,3,144,2,18,125.0,0.8671004876833833,3,115
12,1.31576,103.85462,3,225,2,41,47.0,1.4816045409242156,6,283
6,1.30011,103.8515,2,69,1,1,192.0,0.13976194237515863,4,0
4,1.30982,103.8767,3,228,3,2,365.0,0.14842000511827322,114,362
1,1.32235,103.81205,2,79,1,18,25.0,0.9042181506398858,1,80
6,1.30739,103.84694,2,56,2,6,330.0,0.3920420877760237,3,0
9,1.332,103.84861,2,69,1,4,162.0,0.28517894223366247,2,0
12,1.3215,103.86445,3,189,1,78,17.0,1.9768549529047348,2,192
12,1.31401,103.85441,3,137,5,1,300.0,0.09531017980432493,203,365
6,1.30249,103.8476,3,337,7,1,241.0,0.11332868530700327,203,241
6,1.30116,103.84742,3,268,3,27,20.0,1.2383742310432684,141,239
4,1.31059,103.87679,3,228,2,8,87.0,0.7178397931503168,203,345
4,1.31162,103.87669,3,287,2,1,358.0,0.0769610411361284,203,333
12,1.31709,103.8544,3,390,1,4,160.0,0.2700271372130602,27,364
1,1.3123,103.79081,2,89,3,4,93.0,0.29266961396282004,8,323
10,1.28178,103.84419,2,158,1,19,16.0,0.9082585601768908,7,8
2,1.27809,103.82065,2,35,1,1,373.0,0.0769610411361284,1,0
4,1.31299,103.88133,3,189,5,1,285.0,0.09531017980432493,203,365
15,1.28791,103.84602,3,240,6,14,26.0,0.8586616190375188,4,281
15,1.28723,103.84634,3,219,6,17,15.0,0.8796267475025636,4,97
15,1.28714,103.84628,3,260,6,15,20.0,0.8329091229351039,4,282
15,1.28799,103.84626,3,181,6,17,27.0,0.9400072584914712,4,138
4,1.3132,103.88152,3,168,3,3,55.0,0.27763173659827955,141,321
4,1.31664,103.89942,3,118,20,5,129.0,0.4054651081081644,1,146
4,1.31273,103.8812,3,168,5,1,330.0,0.08617769624105241,114,321
2,1.284,103.83328,3,136,2,20,156.0,0.9516578757114463,26,314
6,1.30326,103.84709,2,60,2,3,182.0,0.22314355131420976,2,3
10,1.27888,103.8435,3,160,5,4,12.0,0.3148107398400336,40,273
6,1.30119,103.85157,3,144,5,1,23.0,0.6931471805599453,114,260
12,1.31165,103.87378,2,50,2,0,1887.0,0.0,11,0
14,1.2785,103.85215,3,378,2,13,84.0,0.7371640659767196,2,99
6,1.30108,103.85195,3,281,2,56,8.0,1.7191887763932197,6,228
13,1.32264,103.85241,3,218,4,1,364.0,0.0769610411361284,114,330
4,1.31162,103.88352,2,90,2,17,22.0,0.9082585601768908,37,341
12,1.30771,103.86402,2,79,2,5,221.0,0.3364722366212129,1,0
14,1.27455,103.84541,3,289,2,28,28.0,1.2325602611778486,38,210
12,1.31395,103.85392,3,140,3,2,63.0,0.2700271372130602,114,325
12,1.3145,103.85623,3,131,3,6,33.0,0.5538851132264376,114,334
5,1.29327,103.84143,3,140,5,0,1887.0,0.0,114,287
13,1.32829,103.84685,3,135,7,0,1887.0,0.0,114,342
13,1.32286,103.85129,3,140,5,0,1887.0,0.0,114,318
12,1.31595,103.85443,3,168,5,2,86.0,0.14842000511827322,114,329
12,1.31192,103.86032,3,181,7,3,150.0,0.22314355131420976,114,307
12,1.32231,103.86414,3,144,7,31,28.0,1.2669476034873244,15,6
4,1.31225,103.87805,3,187,28,2,33.0,0.41871033485818504,114,365
6,1.30116,103.84914,3,300,3,2,318.0,0.16551443847757333,114,336
13,1.32209,103.85404,3,237,10,0,1887.0,0.0,114,365
12,1.31564,103.8527,3,125,10,3,2.0,0.3576744442718159,114,351
12,1.31394,103.8549,3,131,10,2,28.0,0.7466879474879753,114,365
13,1.3235,103.85398,3,150,8,0,1887.0,0.0,114,365
12,1.31478,103.85783,3,150,10,0,1887.0,0.0,114,365
12,1.3129,103.853,3,225,12,0,1887.0,0.0,114,365
12,1.31608,103.85416,3,131,25,1,119.0,0.22314355131420976,141,365
12,1.31379,103.85443,3,225,10,0,1887.0,0.0,114,365
12,1.32927,103.86511,3,250,5,2,118.0,0.3220834991691132,114,309
12,1.328,103.86423,3,250,10,1,28.0,0.6931471805599453,114,365
13,1.32631,103.84739,3,144,10,0,1887.0,0.0,114,365
15,1.29337,103.84314,3,149,10,1,187.0,0.14842000511827322,114,359
17,1.29452,103.84306,3,149,10,0,1887.0,0.0,114,365
13,1.32237,103.85383,3,131,10,1,116.0,0.22314355131420976,141,332
13,1.32743,103.84867,3,131,8,0,1887.0,0.0,114,365
13,1.32657,103.84762,3,135,8,0,1887.0,0.0,114,365
13,1.32311,103.8512,3,139,5,0,1887.0,0.0,114,365
13,1.32429,103.85073,3,139,10,0,1887.0,0.0,114,365
12,1.31451,103.85558,3,128,10,3,108.0,0.22314355131420976,141,365
4,1.31033,103.87688,3,178,3,21,10.0,1.0043016091968684,141,315
4,1.31191,103.87737,3,258,3,6,129.0,0.4054651081081644,141,333
4,1.31025,103.87602,3,178,3,22,12.0,1.0681530811834012,141,333
4,1.31134,103.87666,3,258,3,19,44.0,0.9858167945227652,141,299
4,1.30985,103.87671,3,178,3,7,16.0,0.4946962418361071,141,317
4,1.31011,103.87791,3,178,3,10,16.0,0.5988365010887039,141,330
4,1.31159,103.8781,3,258,3,3,67.0,0.41871033485818504,141,317
4,1.31019,103.8783,3,258,3,3,65.0,0.2468600779315258,141,322
4,1.31552,103.89822,3,160,14,5,179.0,0.34358970439007686,157,365
2,1.26732,103.82352,3,250,3,1,339.0,0.08617769624105241,2,1
2,1.2693,103.82509,2,106,2,24,12.0,1.1184149159642893,2,52
7,1.30165,103.79959,3,318,28,0,1887.0,0.0,78,364
6,1.30457,103.84899,3,140,2,1,303.0,0.09531017980432493,27,354
4,1.31019,103.87801,3,228,3,0,1887.0,0.0,203,337
4,1.3102,103.8776,3,217,2,0,1887.0,0.0,203,290
9,1.33867,103.84821,2,81,2,25,5.0,1.1378330018213911,1,72
12,1.31554,103.85771,3,131,3,0,1887.0,0.0,203,334
10,1.28268,103.84582,3,300,5,3,276.0,0.23111172096338664,1,0
12,1.30972,103.86207,2,76,18,1,286.0,0.09531017980432493,48,336
4,1.31614,103.89056,3,300,7,0,1887.0,0.0,45,299
12,1.31171,103.86257,2,43,18,1,239.0,0.11332868530700327,48,362
4,1.31547,103.89666,3,96,15,2,292.0,0.1570037488096647,157,365
14,1.28175,103.85356,3,117,50,0,1887.0,0.0,41,365
11,1.29431,103.82853,3,158,30,2,261.0,0.1823215567939546,141,365
13,1.32655,103.84694,3,131,25,1,29.0,0.6931471805599453,141,365
12,1.31063,103.86052,3,168,20,1,199.0,0.13976194237515863,141,365
12,1.3138,103.85412,3,200,10,5,42.0,0.37843643572024505,141,365
12,1.31221,103.86052,3,187,10,1,191.0,0.14842000511827322,203,365
14,1.29716,103.85477,3,219,7,0,1887.0,0.0,78,364
15,1.29291,103.8314,3,250,5,1,353.0,0.0769610411361284,1,177
4,1.31122,103.87647,3,287,2,2,156.0,0.1570037488096647,203,317
4,1.31016,103.87811,3,287,7,2,350.0,0.1570037488096647,203,299
4,1.31206,103.8859,3,168,10,1,221.0,0.12221763272424911,141,365
6,1.30534,103.84928,2,56,2,1,345.0,0.08617769624105241,3,0
12,1.32801,103.86398,3,258,2,4,170.0,0.30748469974796055,203,264
13,1.32456,103.84874,3,299,2,42,18.0,1.5040773967762742,4,323
6,1.313,103.85414,2,225,1,0,1887.0,0.0,3,341
4,1.32027,103.88166,3,175,30,0,1887.0,0.0,78,364
9,1.33027,103.84444,2,50,1,6,338.0,0.4054651081081644,2,0
13,1.32402,103.84862,3,139,3,4,23.0,0.3220834991691132,203,345
4,1.31068,103.88576,3,158,10,2,90.0,0.25464221837358075,203,335
15,1.29318,103.84268,3,150,5,1,109.0,0.23901690047049992,203,356
7,1.30144,103.79972,3,256,28,0,1887.0,0.0,78,364
7,1.30127,103.79762,3,150,30,0,1887.0,0.0,76,333
12,1.31408,103.85563,3,128,14,2,38.0,0.30010459245033816,203,365
12,1.31241,103.86124,3,300,1,3,49.0,0.6151856390902335,64,0
12,1.31221,103.86179,3,200,1,12,82.0,0.7080357930536961,64,365
12,1.31694,103.85429,3,381,1,1,344.0,0.08617769624105241,64,364
12,1.31421,103.86079,3,131,90,0,1887.0,0.0,1,365
8,1.31021,103.90305,2,69,7,1,74.0,0.32930374714260047,2,0
13,1.32227,103.85088,3,131,20,1,186.0,0.14842000511827322,141,338
4,1.31259,103.88006,3,149,2,56,2.0,1.7561322915849038,1,47
4,1.31327,103.88126,3,178,2,31,16.0,1.3190856114264407,3,151
12,1.30884,103.86149,1,51,1,0,1887.0,0.0,5,349
4,1.31232,103.88506,3,150,28,0,1887.0,0.0,114,325
12,1.31458,103.85477,3,139,1,0,1887.0,0.0,79,332
12,1.31539,103.8533,3,139,3,0,1887.0,0.0,79,325
3,1.30591,103.84653,3,139,3,0,1887.0,0.0,79,243
6,1.30977,103.85368,3,169,3,22,88.0,1.0681530811834012,10,0
13,1.32385,103.85225,3,139,3,1,184.0,0.14842000511827322,79,332
12,1.31859,103.86091,3,139,3,0,1887.0,0.0,79,335
4,1.31144,103.87815,3,151,3,1,117.0,0.22314355131420976,114,326
4,1.31136,103.87861,3,137,3,8,6.0,0.5538851132264376,141,326
6,1.30263,103.84798,3,139,3,0,1887.0,0.0,79,174
13,1.3238,103.85216,3,139,3,0,1887.0,0.0,79,322
13,1.32333,103.85228,3,139,3,0,1887.0,0.0,79,318
6,1.30462,103.8517,3,139,3,2,196.0,0.1906203596086497,79,121
4,1.31027,103.87762,3,228,3,0,1887.0,0.0,79,318
4,1.30993,103.8762,3,228,3,0,1887.0,0.0,79,290
4,1.30971,103.87684,3,228,3,0,1887.0,0.0,79,319
4,1.3119,103.87672,3,321,7,0,1887.0,0.0,79,305
4,1.31008,103.87815,3,321,7,0,1887.0,0.0,79,333
12,1.31371,103.84787,2,50,1,46,6.0,1.5851452198650557,2,104
5,1.29461,103.84166,3,131,10,1,77.0,0.3220834991691132,141,327
12,1.3109,103.86128,2,40,18,1,338.0,0.08617769624105241,112,362
12,1.30906,103.86249,2,40,18,0,1887.0,0.0,83,362
4,1.31097,103.88005,3,199,2,4,112.0,0.30748469974796055,203,326
18,1.35384,103.8322,2,69,1,0,1887.0,0.0,9,365
18,1.3524,103.83359,2,44,1,0,1887.0,0.0,9,361
18,1.35266,103.8336,2,81,1,1,328.0,0.08617769624105241,9,362
14,1.27571,103.84541,2,85,14,4,15.0,0.29266961396282004,2,82
10,1.28267,103.84508,1,37,1,39,15.0,1.4951487660319727,3,304
6,1.30886,103.85305,2,56,1,25,3.0,1.1410330045520618,1,9
10,1.28381,103.84468,1,37,1,23,32.0,1.095273387402595,3,316
14,1.27557,103.84749,2,78,14,5,79.0,0.36464311358790924,2,28
4,1.3111,103.89971,3,129,1,10,12.0,0.6626879730752367,2,45
6,1.30046,103.84927,3,144,96,0,1887.0,0.0,1,179
4,1.31303,103.88263,3,231,3,2,308.0,0.1570037488096647,2,0
4,1.31764,103.8985,3,65,90,0,1887.0,0.0,1,143
8,1.30611,103.90418,3,69,2,54,3.0,1.7369512327330598,2,123
4,1.31141,103.87792,3,318,3,3,299.0,0.2468600779315258,114,362
4,1.31175,103.87829,3,237,7,0,1887.0,0.0,45,322
4,1.31189,103.87742,3,237,7,0,1887.0,0.0,45,305
4,1.31454,103.88911,3,237,7,0,1887.0,0.0,45,333
4,1.30979,103.87791,3,237,2,0,1887.0,0.0,45,319
8,1.30608,103.89668,2,49,1,37,21.0,1.430311246536665,8,42
14,1.28131,103.85327,2,86,55,0,1887.0,0.0,41,362
5,1.29802,103.84081,3,268,14,4,73.0,0.45107561936021656,203,253
12,1.32075,103.86555,2,58,7,10,89.0,0.6205764877251098,2,0
6,1.30239,103.84935,3,144,4,14,20.0,0.7884573603642703,10,256
6,1.30075,103.85053,2,99,1,49,10.0,1.6448050562713916,2,71
4,1.31171,103.88037,3,158,1,6,29.0,1.085189268335969,3,148
12,1.30962,103.86349,2,40,18,2,192.0,0.17395330712343798,112,362
16,1.30557,103.83289,3,331,1,59,15.0,1.8357763546448294,2,325
2,1.28334,103.83391,2,233,1,1,72.0,0.34358970439007686,1,353
14,1.29774,103.85643,2,365,1,4,222.0,0.32930374714260047,9,138
12,1.31386,103.85366,2,58,2,17,18.0,1.0116009116784799,13,147
4,1.31322,103.88116,3,187,2,24,11.0,1.1216775615991057,3,54
7,1.28084,103.7871,2,79,1,5,43.0,0.35065687161316933,18,356
14,1.27494,103.84422,3,189,30,1,261.0,0.10436001532424286,274,302
14,1.27607,103.84527,3,162,30,0,1887.0,0.0,274,179
4,1.31495,103.87984,3,149,2,27,31.0,1.208960345836975,16,120
15,1.28641,103.84903,2,225,1,0,1887.0,0.0,8,114
10,1.2814,103.83933,3,258,2,67,3.0,1.9154509415706047,1,159
13,1.32644,103.8489,3,258,2,28,35.0,1.2267122912954254,3,162
15,1.28884,103.84901,3,200,3,51,3.0,1.7387102481382397,1,96
3,1.3045,103.83921,2,137,2,20,8.0,1.3762440252663892,1,173
7,1.30303,103.79872,3,185,5,0,1887.0,0.0,7,0
2,1.28255,103.8321,3,118,2,12,174.0,0.7323678937132266,26,349
18,1.36357,103.8321,2,37,5,20,49.0,1.0612565021243408,1,101
5,1.29448,103.83753,3,249,1,27,64.0,1.244154593958768,4,23
4,1.31384,103.8941,3,50,3,22,11.0,1.1118575154181303,1,3
4,1.31152,103.87645,3,237,2,0,1887.0,0.0,45,319
4,1.31012,103.87608,3,237,2,0,1887.0,0.0,45,290
5,1.29516,103.83746,2,150,1,0,1887.0,0.0,1,179
12,1.31163,103.85683,3,250,2,9,17.0,0.6151856390902335,38,60
2,1.28222,103.83192,3,122,2,8,172.0,0.5247285289349821,26,326
12,1.3091,103.86217,2,44,18,1,250.0,0.11332868530700327,112,359
4,1.31466,103.88967,3,287,3,1,323.0,0.08617769624105241,203,333
12,1.31435,103.8476,3,160,3,1,263.0,0.10436001532424286,67,365
4,1.31137,103.87815,3,131,12,0,1887.0,0.0,67,365
15,1.2867,103.84917,2,300,1,0,1887.0,0.0,8,223
4,1.31416,103.8854,3,203,1,53,6.0,1.8341801851120072,1,34
2,1.26478,103.81762,3,300,1,4,155.0,0.32930374714260047,12,80
6,1.29982,103.85171,1,28,2,7,15.0,0.5481214085096876,14,266
7,1.28713,103.77931,2,100,1,7,112.0,0.4824261492442928,1,316
14,1.29688,103.85562,3,143,12,51,20.0,1.7029282555214393,6,30
6,1.30261,103.849,3,200,1,1,247.0,0.11332868530700327,2,0
13,1.31792,103.84233,3,239,1,14,112.0,0.8020015854720274,22,119
12,1.30966,103.86143,2,42,18,1,219.0,0.1310282624064042,83,362
11,1.29387,103.82844,3,139,5,2,227.0,0.1906203596086497,5,180
7,1.29461,103.80552,3,185,5,2,162.0,0.17395330712343798,7,0
6,1.30023,103.85002,2,104,1,3,314.0,0.2468600779315258,4,0
7,1.28104,103.78755,2,85,1,1,15.0,0.6931471805599453,32,356
7,1.27952,103.78728,2,144,1,0,1887.0,0.0,14,365
4,1.31406,103.88269,3,139,2,35,16.0,1.4838746894587547,16,127
11,1.31,103.82545,3,269,3,0,1887.0,0.0,78,238
11,1.3113,103.8273,3,250,5,0,1887.0,0.0,76,300
10,1.28396,103.84156,2,69,90,0,1887.0,0.0,112,326
3,1.30616,103.83883,2,96,2,0,1887.0,0.0,3,365
8,1.30649,103.89457,2,62,1,33,20.0,1.3711807233098425,8,65
4,1.31896,103.88079,3,131,30,1,193.0,0.13976194237515863,274,321
14,1.27445,103.84507,3,156,30,1,208.0,0.1310282624064042,274,326
14,1.27487,103.84506,3,194,30,0,1887.0,0.0,274,331
10,1.27562,103.84436,3,144,30,0,1887.0,0.0,274,1
14,1.27475,103.84499,3,146,30,1,129.0,0.20701416938432612,274,347
13,1.32463,103.85207,3,178,3,67,10.0,1.9358598132018119,2,100
10,1.28483,103.84296,2,160,2,59,8.0,1.8562979903656263,6,239
10,1.28647,103.84291,2,85,4,13,10.0,0.7747271675523681,6,254
2,1.28872,103.82821,3,381,2,14,56.0,0.8415671856782188,8,303
2,1.29038,103.82842,3,381,2,34,28.0,1.4350845252893227,16,290
6,1.30422,103.84949,2,140,1,8,114.0,0.5766133643039938,64,365
6,1.30323,103.84943,3,160,1,12,16.0,0.8285518175661483,64,361
6,1.30233,103.84894,2,90,1,12,164.0,0.7419373447293773,64,363
6,1.30315,103.85086,2,75,1,19,25.0,1.0260415958332743,64,353
12,1.31048,103.8724,1,25,1,15,19.0,0.9242589015233319,109,343
10,1.28339,103.84331,2,60,90,0,1887.0,0.0,112,355
15,1.28874,103.84736,1,99,1,0,1887.0,0.0,4,331
12,1.31013,103.87247,1,26,1,1,310.0,0.09531017980432493,109,360
9,1.34074,103.84061,2,58,1,7,3.0,0.7371640659767196,1,345
3,1.30466,103.83906,3,331,90,0,1887.0,0.0,1,180
12,1.30981,103.8718,1,25,1,8,20.0,0.5538851132264376,109,357
8,1.30603,103.9134,2,46,1,12,9.0,0.7371640659767196,4,345
13,1.32214,103.8542,2,81,2,24,22.0,1.2119409739751128,5,65
13,1.32219,103.85242,2,78,2,36,6.0,1.4469189829363254,5,57
4,1.31196,103.88194,3,119,2,34,13.0,1.4445632692438664,16,118
5,1.29681,103.83755,3,162,90,0,1887.0,0.0,1,173
4,1.31436,103.88318,3,181,7,15,43.0,0.9477893989335261,203,321
12,1.31089,103.85954,2,89,5,9,57.0,0.6259384308664954,4,0
12,1.31008,103.85881,2,99,6,1,297.0,0.09531017980432493,4,0
13,1.3207,103.8525,3,179,3,45,4.0,1.6272778305624314,8,49
8,1.30423,103.91612,2,60,1,2,37.0,0.7793248768009975,2,170
4,1.31785,103.88493,3,150,3,11,171.0,0.7654678421395714,1,0
5,1.29847,103.83448,2,200,2,30,32.0,1.3480731482996928,16,309
5,1.29497,103.83906,2,106,1,7,234.0,0.5187937934151676,1,87
13,1.32191,103.85393,2,58,2,42,2.0,1.6351056591826783,5,77
4,1.31425,103.88727,2,87,2,47,6.0,1.6900958154515549,26,147
4,1.31488,103.88588,2,72,2,50,7.0,1.7732559976634952,26,191
4,1.31608,103.88732,2,72,2,25,15.0,1.208960345836975,26,221
4,1.31462,103.88666,2,58,2,29,51.0,1.3912819026309295,26,210
1,1.3126,103.79622,1,40,7,2,185.0,0.2151113796169455,8,141
12,1.31486,103.85239,3,168,20,2,42.0,0.7371640659767196,141,365
6,1.30125,103.86032,2,75,1,1,305.0,0.09531017980432493,8,360
6,1.3018,103.85977,2,100,1,0,1887.0,0.0,8,364
6,1.3019,103.8595,1,40,1,0,1887.0,0.0,8,357
6,1.30189,103.86171,1,40,1,3,144.0,0.2700271372130602,8,365
6,1.30169,103.86007,1,40,1,0,1887.0,0.0,8,359
6,1.30149,103.85988,1,40,1,0,1887.0,0.0,8,365
3,1.30629,103.84726,2,60,5,18,18.0,1.0224509277025458,2,108
14,1.27657,103.84677,3,250,2,5,59.0,0.9001613499442714,2,309
13,1.32614,103.84958,3,168,30,1,17.0,0.6931471805599453,141,365
4,1.31451,103.90077,2,37,3,28,17.0,1.415853163361435,6,145
10,1.28109,103.84631,2,200,3,11,11.0,1.0367368849500223,5,304
13,1.31763,103.84843,3,81,3,21,14.0,1.1052568313867783,15,41
14,1.27548,103.84428,3,310,30,0,1887.0,0.0,274,345
12,1.31527,103.8549,3,137,7,1,244.0,0.11332868530700327,203,325
5,1.29331,103.84123,3,117,5,0,1887.0,0.0,203,287
5,1.29326,103.84106,3,137,7,0,1887.0,0.0,203,327
13,1.32336,103.85167,3,140,3,0,1887.0,0.0,203,318
13,1.32237,103.85228,3,140,3,1,168.0,0.16551443847757333,203,318
6,1.30155,103.85351,3,228,3,2,17.0,0.3987761199573678,203,219
13,1.32762,103.84899,3,228,3,0,1887.0,0.0,203,257
13,1.32708,103.84866,3,228,3,0,1887.0,0.0,203,255
13,1.32842,103.84738,3,228,3,0,1887.0,0.0,203,251
13,1.32697,103.84838,3,228,3,1,216.0,0.1310282624064042,203,208
13,1.32104,103.85364,3,228,3,1,135.0,0.19885085874516517,203,186
4,1.31168,103.88015,3,228,3,1,304.0,0.09531017980432493,203,105
13,1.32324,103.85348,3,228,3,0,1887.0,0.0,203,254
12,1.31738,103.852,3,287,7,0,1887.0,0.0,203,175
12,1.31105,103.85561,3,289,7,0,1887.0,0.0,203,175
13,1.32367,103.85393,3,289,7,1,250.0,0.11332868530700327,203,265
13,1.323,103.85198,3,289,7,0,1887.0,0.0,203,262
6,1.29954,103.84995,3,289,7,0,1887.0,0.0,203,254
13,1.32662,103.84693,3,289,7,0,1887.0,0.0,203,264
10,1.2815,103.84896,3,258,2,24,22.0,1.2584609896100056,6,139
4,1.3147,103.88771,3,287,2,5,32.0,0.43178241642553783,203,365
4,1.31482,103.8885,3,289,10,0,1887.0,0.0,203,365
4,1.31293,103.88842,3,258,2,5,79.0,0.4382549309311553,203,358
4,1.31465,103.8876,3,289,10,1,198.0,0.13976194237515863,203,365
4,1.31269,103.88767,3,289,10,0,1887.0,0.0,203,365
6,1.30262,103.84674,3,217,365,0,1887.0,0.0,1,365
4,1.31343,103.88903,3,289,10,0,1887.0,0.0,203,365
4,1.31332,103.88967,3,289,10,0,1887.0,0.0,203,365
4,1.31295,103.88791,3,289,10,0,1887.0,0.0,203,365
4,1.31481,103.88797,3,289,10,0,1887.0,0.0,203,365
4,1.31407,103.8877,3,289,10,0,1887.0,0.0,203,365
4,1.31326,103.88784,3,289,10,0,1887.0,0.0,203,365
14,1.28132,103.85366,2,100,60,0,1887.0,0.0,41,365
14,1.27476,103.84362,3,157,30,2,151.0,0.23111172096338664,274,286
14,1.27459,103.8438,3,157,30,0,1887.0,0.0,274,319
14,1.27472,103.84536,3,151,30,3,108.0,0.2700271372130602,274,182
13,1.32207,103.84228,3,158,3,11,8.0,0.7654678421395714,2,100
10,1.28454,103.84312,2,181,2,1,153.0,0.17395330712343798,13,136
10,1.28335,103.84189,2,56,90,0,1887.0,0.0,59,289
10,1.28376,103.84523,3,110,10,5,24.0,0.4054651081081644,84,76
4,1.31089,103.87805,2,69,1,3,111.0,0.4054651081081644,9,347
4,1.32214,103.88531,2,75,2,0,1887.0,0.0,1,365
12,1.31281,103.86207,3,99,1,0,1887.0,0.0,64,365
6,1.30468,103.84924,3,140,1,4,178.0,0.34358970439007686,64,365
12,1.31117,103.86204,2,119,1,6,120.0,0.46373401623214006,64,365
12,1.31115,103.86022,3,99,1,1,107.0,0.2468600779315258,64,365
12,1.31257,103.86213,3,99,1,2,214.0,0.1906203596086497,64,365
12,1.31252,103.86051,3,90,1,0,1887.0,0.0,64,363
12,1.31235,103.86159,3,81,1,0,1887.0,0.0,64,365
12,1.3125,103.86129,3,50,1,8,30.0,0.5596157879354227,64,365
12,1.31218,103.86068,3,56,1,5,114.0,0.3852624007906449,64,365
4,1.31728,103.8853,3,146,2,52,13.0,1.7884205679625405,5,5
10,1.28319,103.83608,2,69,4,3,225.0,0.2468600779315258,3,0
2,1.28427,103.83467,2,81,4,1,282.0,0.10436001532424286,3,0
4,1.31457,103.89749,3,178,3,4,103.0,0.3220834991691132,141,52
4,1.31513,103.89773,3,137,3,14,5.0,0.8960880245566357,141,48
4,1.31603,103.89736,3,137,3,8,34.0,0.5766133643039938,141,49
4,1.31514,103.89768,3,178,3,1,311.0,0.09531017980432493,141,43
4,1.3143,103.8975,3,100,3,2,240.0,0.1906203596086497,203,41
4,1.31384,103.89886,3,108,2,2,237.0,0.2151113796169455,203,48
4,1.31559,103.89701,3,100,3,3,121.0,0.29266961396282004,203,41
4,1.31404,103.89735,3,100,2,1,193.0,0.13976194237515863,203,51
4,1.31556,103.89677,3,168,2,1,132.0,0.19885085874516517,203,45
4,1.31545,103.89822,3,168,3,0,1887.0,0.0,203,48
4,1.31418,103.89679,3,199,2,1,308.0,0.09531017980432493,203,49
4,1.31601,103.89885,3,168,2,3,144.0,0.2700271372130602,203,45
4,1.31389,103.89827,3,168,3,0,1887.0,0.0,203,52
12,1.31079,103.86213,3,56,1,0,1887.0,0.0,64,365
12,1.31217,103.86073,3,81,1,2,29.0,0.1906203596086497,64,365
6,1.30637,103.84784,3,168,15,3,220.0,0.28517894223366247,141,365
4,1.31161,103.89659,3,200,15,0,1887.0,0.0,141,364
4,1.31223,103.90045,3,100,3,1,195.0,0.13976194237515863,79,51
4,1.31093,103.89927,3,100,3,5,156.0,0.43178241642553783,79,41
4,1.31235,103.89935,3,100,3,0,1887.0,0.0,79,65
4,1.3111,103.89987,3,100,3,1,58.0,0.4054651081081644,79,41
10,1.28191,103.84675,3,169,1,1,226.0,0.12221763272424911,13,0
